Suburb,Quarter,Price,Year
Kew,2019Q2,2007500.0,2019
Kew,2019Q3,2020000.0,2019
Kew East,2016Q1,2265000.0,2016
Kew East,2016Q2,2081000.0,2016
Kew East,2016Q3,1465000.0,2016
Kew East,2016Q4,1865000.0,2016
Kew East,2017Q1,2211000.0,2017
Kew East,2017Q2,1880000.0,2017
Kew East,2017Q3,1875000.0,2017
Kew East,2017Q4,1845500.0,2017
Kew East,2018Q1,1937500.0,2018
Kew East,2018Q2,1702000.0,2018
Kew North,2018Q3,1750000.0,2018
Kew North,2018Q4,1605000.0,2018
Kew North,2019Q1,2020000.0,2019
Kew North,2019Q2,1833000.0,2019
Kew North,2019Q3,1895000.0,2019
Keysborough,2017Q1,761000.0,2017
Keysborough,2017Q2,1001000.0,2017
Keysborough,2017Q3,773000.0,2017
Keysborough,2017Q4,838500.0,2017
Keysborough,2018Q2,742500.0,2018
Keysborough,2018Q3,769000.0,2018
Keysborough,2018Q4,760000.0,2018
Keysborough,2019Q1,690000.0,2019
Keysborough,2019Q2,698900.0,2019
Keysborough,2019Q3,770000.0,2019
Kialla,2018Q3,405000.0,2018
Kialla,2018Q4,449000.0,2018
Kialla,2019Q1,450000.0,2019
Kialla,2019Q2,400000.0,2019
Kialla,2019Q3,452500.0,2019
Killara (Wodonga),2018Q3,420000.0,2018
Killara (Wodonga),2018Q4,425000.0,2018
Killara (Wodonga),2019Q1,450000.0,2019
Killara (Wodonga),2019Q2,447500.0,2019
Killara (Wodonga),2019Q3,525000.0,2019
Kilmore,2018Q3,462500.0,2018
Kilmore,2018Q4,427500.0,2018
Kilmore,2019Q1,438800.0,2019
Kilmore,2019Q2,465000.0,2019
Kilmore,2019Q3,421000.0,2019
Kilsyth,2017Q1,762000.0,2017
Kilsyth,2017Q2,685000.0,2017
Kilsyth,2017Q3,780000.0,2017
Kilsyth,2017Q4,690000.0,2017
Kilsyth,2018Q1,752500.0,2018
Kilsyth,2018Q2,830000.0,2018
Kilsyth,2018Q3,695100.0,2018
Kilsyth,2018Q4,650000.0,2018
Kilsyth,2019Q1,631300.0,2019
Kilsyth,2019Q2,621000.0,2019
Kilsyth,2019Q3,672500.0,2019
Kilsyth South,2018Q3,800000.0,2018
Kilsyth South,2018Q4,747800.0,2018
Kilsyth South,2019Q1,797800.0,2019
Kilsyth South,2019Q2,710000.0,2019
Kilsyth South,2019Q3,680000.0,2019
Kinglake,2018Q3,427500.0,2018
Kinglake,2018Q4,412500.0,2018
Kinglake,2019Q1,477500.0,2019
Kinglake,2019Q2,666500.0,2019
Kinglake,2019Q3,555000.0,2019
Kings Park,2017Q1,530000.0,2017
Kings Park,2017Q2,520000.0,2017
Kings Park,2017Q3,562500.0,2017
Kings Park,2017Q4,465000.0,2017
Kings Park,2018Q1,610000.0,2018
Kings Park,2018Q2,670000.0,2018
Kings Park,2018Q3,555000.0,2018
Kings Park,2018Q4,505000.0,2018
Kings Park,2019Q1,500000.0,2019
Kings Park,2019Q2,520000.0,2019
Kings Park,2019Q3,499000.0,2019
Kingsbury,2016Q2,601750.0,2016
Kingsbury,2016Q3,656500.0,2016
Kingsbury,2016Q4,650000.0,2016
Kingsbury,2017Q1,743500.5,2017
Kingsbury,2017Q2,1250000.0,2017
Kingsbury,2017Q3,875000.0,2017
Kingsbury,2017Q4,801500.0,2017
Kingsbury,2018Q1,722500.0,2018
Kingsbury,2018Q3,691500.0,2018
Kingsbury,2018Q4,740000.0,2018
Kingsbury,2019Q1,665800.0,2019
Kingsbury,2019Q2,617500.0,2019
Kingsbury,2019Q3,661500.0,2019
Kingsville,2016Q1,818600.0,2016
Kingsville,2016Q2,1035000.0,2016
Kingsville,2016Q3,870500.0,2016
Kingsville,2016Q4,760000.0,2016
Kingsville,2017Q1,1085000.0,2017
Kingsville,2017Q2,1108000.0,2017
Kingsville,2017Q3,1050000.0,2017
Kingsville,2017Q4,930000.0,2017
Kingsville,2018Q1,1196000.0,2018
Kingsville,2018Q2,1230000.0,2018
Kingsville,2018Q3,952500.0,2018
Kingsville,2018Q4,1100000.0,2018
Kingsville,2019Q1,962000.0,2019
Kingsville,2019Q2,900000.0,2019
Kingsville,2019Q3,1187500.0,2019
Knoxfield,2017Q2,1114000.0,2017
Knoxfield,2017Q3,795000.0,2017
Knoxfield,2017Q4,950000.0,2017
Knoxfield,2018Q1,830000.0,2018
Knoxfield,2018Q3,870000.0,2018
Knoxfield,2018Q4,725000.0,2018
Knoxfield,2019Q1,718500.0,2019
Knoxfield,2019Q2,725000.0,2019
Knoxfield,2019Q3,803200.0,2019
Koo Wee Rup,2018Q3,559000.0,2018
Koo Wee Rup,2018Q4,525300.0,2018
Koo Wee Rup,2019Q1,580000.0,2019
Koo Wee Rup,2019Q2,520000.0,2019
Koo Wee Rup,2019Q3,570000.0,2019
Koondrook,2018Q3,270000.0,2018
Koondrook,2018Q4,201000.0,2018
Koondrook,2019Q1,190000.0,2019
Koondrook,2019Q2,150000.0,2019
Koondrook,2019Q3,218500.0,2019
Kooyong,2016Q4,1552500.0,2016
Kooyong,2017Q3,3080000.0,2017
Kooyong,2018Q1,2900000.0,2018
Koroit,2018Q3,355000.0,2018
Koroit,2018Q4,344500.0,2018
Koroit,2019Q1,283000.0,2019
Koroit,2019Q2,345000.0,2019
Koroit,2019Q3,327500.0,2019
Korumburra,2018Q3,320000.0,2018
Korumburra,2018Q4,315000.0,2018
Korumburra,2019Q1,365000.0,2019
Korumburra,2019Q2,302000.0,2019
Korumburra,2019Q3,326500.0,2019
Kurunjang,2017Q3,362000.0,2017
Kurunjang,2017Q4,355000.0,2017
Kurunjang,2018Q1,565000.0,2018
Kurunjang,2018Q2,410000.0,2018
Kurunjang,2018Q3,440000.0,2018
Kurunjang,2018Q4,405000.0,2018
Kurunjang,2019Q1,417000.0,2019
Kurunjang,2019Q2,421000.0,2019
Kurunjang,2019Q3,412500.0,2019
Kyabram,2018Q3,242500.0,2018
Kyabram,2018Q4,265500.0,2018
Kyabram,2019Q1,256500.0,2019
Kyabram,2019Q2,265000.0,2019
Kyabram,2019Q3,261500.0,2019
Kyneton,2018Q3,543000.0,2018
Kyneton,2018Q4,575000.0,2018
Kyneton,2019Q1,567500.0,2019
Kyneton,2019Q2,611500.0,2019
Kyneton,2019Q3,590000.0,2019
Lake Boga,2018Q3,407500.0,2018
Lake Boga,2018Q4,332500.0,2018
Lake Boga,2019Q1,289000.0,2019
Lake Boga,2019Q2,245000.0,2019
Lake Boga,2019Q3,239000.0,2019
Lake Gardens,2018Q3,685000.0,2018
Lake Gardens,2018Q4,475300.0,2018
Lake Gardens,2019Q1,522500.0,2019
Lake Gardens,2019Q2,555000.0,2019
Lake Gardens,2019Q3,570000.0,2019
Lake Tyers Beach,2018Q3,330000.0,2018
Lake Tyers Beach,2018Q4,290000.0,2018
Lake Tyers Beach,2019Q1,290000.0,2019
Lake Tyers Beach,2019Q2,349000.0,2019
Lake Tyers Beach,2019Q3,366300.0,2019
Lake Wendouree,2018Q3,775000.0,2018
Lake Wendouree,2018Q4,915000.0,2018
Lake Wendouree,2019Q1,741000.0,2019
Lake Wendouree,2019Q2,652500.0,2019
Lake Wendouree,2019Q3,962500.0,2019
Lakes Entrance,2018Q3,332500.0,2018
Lakes Entrance,2018Q4,330500.0,2018
Lakes Entrance,2019Q1,281500.0,2019
Lakes Entrance,2019Q2,366500.0,2019
Lakes Entrance,2019Q3,277000.0,2019
Lalor,2017Q1,685000.0,2017
Lalor,2017Q2,619000.0,2017
Lalor,2017Q3,692500.0,2017
Lalor,2017Q4,690250.0,2017
Lalor,2018Q1,625250.0,2018
Lalor,2018Q2,665000.0,2018
Lalor,2018Q3,625000.0,2018
Lalor,2018Q4,577500.0,2018
Lalor,2019Q1,580000.0,2019
Lalor,2019Q2,560000.0,2019
Lalor,2019Q3,580000.0,2019
Lancefield,2018Q3,475000.0,2018
Lancefield,2018Q4,472500.0,2018
Lancefield,2019Q1,430000.0,2019
Lancefield,2019Q2,450000.0,2019
Lancefield,2019Q3,477000.0,2019
Lang Lang,2018Q3,475000.0,2018
Lang Lang,2018Q4,524000.0,2018
Lang Lang,2019Q1,560000.0,2019
Lang Lang,2019Q2,483800.0,2019
Lang Lang,2019Q3,497500.0,2019
Langwarrin,2017Q1,564000.0,2017
Langwarrin,2017Q2,635000.0,2017
Langwarrin,2017Q3,672000.0,2017
Langwarrin,2017Q4,566000.0,2017
Langwarrin,2018Q1,690000.0,2018
Langwarrin,2018Q2,540000.0,2018
Langwarrin,2018Q3,635000.0,2018
Langwarrin,2018Q4,622300.0,2018
Langwarrin,2019Q1,602800.0,2019
Langwarrin,2019Q2,595000.0,2019
Langwarrin,2019Q3,650000.0,2019
Lara,2018Q3,533000.0,2018
Lara,2018Q4,550000.0,2018
Lara,2019Q1,507500.0,2019
Lara,2019Q2,492500.0,2019
Lara,2019Q3,495000.0,2019
Lara Lake,2018Q3,535000.0,2018
Lara Lake,2018Q4,562000.0,2018
Lara Lake,2019Q1,525000.0,2019
Lara Lake,2019Q2,505000.0,2019
Lara Lake,2019Q3,545000.0,2019
Launching Place,2018Q3,531000.0,2018
Launching Place,2018Q4,530000.0,2018
Launching Place,2019Q1,625000.0,2019
Launching Place,2019Q2,535000.0,2019
Launching Place,2019Q3,512500.0,2019
Laverton,2017Q3,573750.0,2017
Laverton,2017Q4,656000.0,2017
Laverton,2018Q1,495000.0,2018
Laverton,2018Q3,581000.0,2018
Laverton,2018Q4,558000.0,2018
Laverton,2019Q1,555000.0,2019
Laverton,2019Q2,530000.0,2019
Laverton,2019Q3,555000.0,2019
Laverton South,2018Q3,638500.0,2018
Laverton South,2018Q4,640000.0,2018
Laverton South,2019Q1,595300.0,2019
Laverton South,2019Q2,600000.0,2019
Laverton South,2019Q3,610300.0,2019
Learmonth,2018Q3,290000.0,2018
Learmonth,2018Q4,333500.0,2018
Learmonth,2019Q1,333500.0,2019
Learmonth,2019Q2,333500.0,2019
Learmonth,2019Q3,397000.0,2019
Leneva,2018Q3,385000.0,2018
Leneva,2018Q4,379000.0,2018
Leneva,2019Q1,390500.0,2019
Leneva,2019Q2,442000.0,2019
Leneva,2019Q3,452500.0,2019
Leongatha,2018Q3,392500.0,2018
Leongatha,2018Q4,375000.0,2018
Leongatha,2019Q1,367500.0,2019
Leongatha,2019Q2,370000.0,2019
Leongatha,2019Q3,382000.0,2019
Leopold,2018Q3,495000.0,2018
Leopold,2018Q4,518000.0,2018
Leopold,2019Q1,525000.0,2019
Leopold,2019Q2,495000.0,2019
Leopold,2019Q3,520000.0,2019
Lilydale,2017Q3,840000.0,2017
Lilydale,2018Q1,660000.0,2018
Lilydale,2018Q3,707500.0,2018
Lilydale,2018Q4,664300.0,2018
Lilydale,2019Q1,685000.0,2019
Lilydale,2019Q2,690000.0,2019
Lilydale,2019Q3,650000.0,2019
Linton,2018Q3,302500.0,2018
Linton,2018Q4,226300.0,2018
Linton,2019Q1,225000.0,2019
Linton,2019Q2,249500.0,2019
Linton,2019Q3,210000.0,2019
Lismore,2018Q3,147500.0,2018
Lismore,2018Q4,125000.0,2018
Lismore,2019Q1,165000.0,2019
Lismore,2019Q2,150000.0,2019
Lismore,2019Q3,138500.0,2019
Loch Sport,2018Q3,264000.0,2018
Loch Sport,2018Q4,251000.0,2018
Loch Sport,2019Q1,246000.0,2019
Loch Sport,2019Q2,205000.0,2019
Loch Sport,2019Q3,262500.0,2019
Lockington,2018Q3,260000.0,2018
Lockington,2018Q4,260000.0,2018
Lockington,2019Q1,210500.0,2019
Lockington,2019Q2,145000.0,2019
Lockington,2019Q3,246000.0,2019
Long Gully,2018Q3,282500.0,2018
Long Gully,2018Q4,270000.0,2018
Long Gully,2019Q1,260000.0,2019
Long Gully,2019Q2,277000.0,2019
Long Gully,2019Q3,267500.0,2019
Longwarry,2018Q3,450000.0,2018
Longwarry,2018Q4,432500.0,2018
Longwarry,2019Q1,375000.0,2019
Longwarry,2019Q2,418500.0,2019
Longwarry,2019Q3,405000.0,2019
Lorne,2018Q3,1250000.0,2018
Lorne,2018Q4,1222500.0,2018
Lorne,2019Q1,1106300.0,2019
Lorne,2019Q2,1100000.0,2019
Lorne,2019Q3,1817500.0,2019
Lovely Banks,2018Q3,525000.0,2018
Lovely Banks,2018Q4,560000.0,2018
Lovely Banks,2019Q1,570000.0,2019
Lovely Banks,2019Q2,570000.0,2019
Lovely Banks,2019Q3,663000.0,2019
Lower Plenty,2017Q1,880000.0,2017
Lower Plenty,2017Q2,800000.0,2017
Lower Plenty,2017Q3,1129000.0,2017
Lower Plenty,2017Q4,942500.0,2017
Lower Plenty,2018Q1,1150000.0,2018
Lower Plenty,2018Q3,1150000.0,2018
Lower Plenty,2018Q4,922500.0,2018
Lower Plenty,2019Q1,1240000.0,2019
Lower Plenty,2019Q2,985000.0,2019
Lower Plenty,2019Q3,755000.0,2019
Lucas,2018Q3,425000.0,2018
Lucas,2018Q4,417000.0,2018
Lucas,2019Q1,415000.0,2019
Lucas,2019Q2,426300.0,2019
Lucas,2019Q3,431000.0,2019
Lucknow,2018Q3,267000.0,2018
Lucknow,2018Q4,265000.0,2018
Lucknow,2019Q1,302500.0,2019
Lucknow,2019Q2,190000.0,2019
Lucknow,2019Q3,282000.0,2019
Lynbrook,2017Q1,597500.0,2017
Lynbrook,2017Q4,630000.0,2017
Lynbrook,2018Q3,630000.0,2018
Lynbrook,2018Q4,600000.0,2018
Lynbrook,2019Q1,661300.0,2019
Lynbrook,2019Q2,629300.0,2019
Lynbrook,2019Q3,580300.0,2019
Lyndhurst,2018Q3,671100.0,2018
Lyndhurst,2018Q4,652300.0,2018
Lyndhurst,2019Q1,665600.0,2019
Lyndhurst,2019Q2,640000.0,2019
Lyndhurst,2019Q3,663300.0,2019
Lysterfield,2018Q3,946400.0,2018
Lysterfield,2018Q4,1020000.0,2018
Lysterfield,2019Q1,1140000.0,2019
Lysterfield,2019Q2,980000.0,2019
Lysterfield,2019Q3,897000.0,2019
Macedon,2018Q3,800000.0,2018
Macedon,2018Q4,977500.0,2018
Macedon,2019Q1,905000.0,2019
Macedon,2019Q2,850000.0,2019
Macedon,2019Q3,790000.0,2019
Macleod,2017Q1,945000.0,2017
Macleod,2017Q2,745500.0,2017
Macleod,2017Q3,938500.0,2017
Macleod,2017Q4,810000.0,2017
Macleod,2018Q1,835000.0,2018
Macleod,2018Q2,695000.0,2018
Macleod,2018Q3,1000000.0,2018
Macleod,2018Q4,885000.0,2018
Macleod,2019Q1,944500.0,2019
Macleod,2019Q2,864000.0,2019
Macleod,2019Q3,1005000.0,2019
Maddingley,2018Q3,435000.0,2018
Maddingley,2018Q4,417000.0,2018
Maddingley,2019Q1,455000.0,2019
Maddingley,2019Q2,461500.0,2019
Maddingley,2019Q3,460000.0,2019
Maffra,2018Q3,257500.0,2018
Maffra,2018Q4,249000.0,2018
Maffra,2019Q1,255000.0,2019
Maffra,2019Q2,285500.0,2019
Maffra,2019Q3,250000.0,2019
Maiden Gully,2018Q3,525300.0,2018
Maiden Gully,2018Q4,496000.0,2018
Maiden Gully,2019Q1,515000.0,2019
Maiden Gully,2019Q2,486000.0,2019
Maiden Gully,2019Q3,513800.0,2019
Maidstone,2016Q1,713000.0,2016
Maidstone,2016Q2,675000.0,2016
Maidstone,2016Q3,746000.0,2016
Maidstone,2016Q4,840000.0,2016
Maidstone,2017Q1,755000.0,2017
Maidstone,2017Q2,814500.0,2017
Maidstone,2017Q3,818000.0,2017
Maidstone,2017Q4,882500.0,2017
Maidstone,2018Q1,818888.0,2018
Maidstone,2018Q2,860000.0,2018
Maidstone,2018Q3,785000.0,2018
Maidstone,2018Q4,820000.0,2018
Maidstone,2019Q1,790000.0,2019
Maidstone,2019Q2,760000.0,2019
Maidstone,2019Q3,740000.0,2019
Maldon,2018Q3,520000.0,2018
Maldon,2018Q4,532500.0,2018
Maldon,2019Q1,450000.0,2019
Maldon,2019Q2,505000.0,2019
Maldon,2019Q3,482500.0,2019
Mallacoota,2018Q3,245000.0,2018
Mallacoota,2018Q4,310000.0,2018
Mallacoota,2019Q1,355000.0,2019
Mallacoota,2019Q2,440000.0,2019
Mallacoota,2019Q3,512500.0,2019
Malmsbury,2018Q3,450000.0,2018
Malmsbury,2018Q4,525000.0,2018
Malmsbury,2019Q1,400000.0,2019
Malmsbury,2019Q2,545000.0,2019
Malmsbury,2019Q3,600000.0,2019
Malvern,2016Q1,3175000.0,2016
Malvern,2016Q2,2325000.0,2016
Malvern,2016Q3,2300000.0,2016
Malvern,2016Q4,1611000.0,2016
Malvern,2017Q1,3240000.0,2017
Malvern,2017Q2,2247500.0,2017
Malvern,2017Q3,2650000.0,2017
Malvern,2017Q4,2655000.0,2017
Malvern,2018Q1,3352500.0,2018
Malvern,2018Q2,3100000.0,2018
Malvern,2018Q3,2350000.0,2018
Malvern,2018Q4,2430000.0,2018
Malvern,2019Q1,2087500.0,2019
Malvern,2019Q2,2425000.0,2019
Malvern,2019Q3,2605000.0,2019
Malvern East,2016Q1,1675000.0,2016
Malvern East,2016Q2,1600000.0,2016
Malvern East,2016Q3,1527500.0,2016
Malvern East,2016Q4,1687500.0,2016
Malvern East,2017Q1,1780000.0,2017
Malvern East,2017Q2,1867578.5,2017
Malvern East,2017Q3,1638000.0,2017
Malvern East,2017Q4,1865000.0,2017
Malvern East,2018Q1,2030000.0,2018
Malvern East,2018Q2,2830000.0,2018
Malvern East,2018Q3,1448000.0,2018
Malvern East,2018Q4,1980000.0,2018
Malvern East,2019Q1,1660000.0,2019
Malvern East,2019Q2,1898800.0,2019
Malvern East,2019Q3,1781000.0,2019
Manifold Heights,2018Q3,790000.0,2018
Manifold Heights,2018Q4,891000.0,2018
Manifold Heights,2019Q1,702500.0,2019
Manifold Heights,2019Q2,684500.0,2019
Manifold Heights,2019Q3,567000.0,2019
Manor Lakes,2018Q3,521500.0,2018
Manor Lakes,2018Q4,550000.0,2018
Manor Lakes,2019Q1,513000.0,2019
Manor Lakes,2019Q2,522000.0,2019
Manor Lakes,2019Q3,535000.0,2019
Mansfield,2018Q3,405000.0,2018
Mansfield,2018Q4,510000.0,2018
Mansfield,2019Q1,435000.0,2019
Mansfield,2019Q2,457500.0,2019
Mansfield,2019Q3,495000.0,2019
Maribyrnong,2016Q1,922500.0,2016
Maribyrnong,2016Q2,1030000.0,2016
Maribyrnong,2016Q3,884500.0,2016
Maribyrnong,2016Q4,925000.0,2016
Maribyrnong,2017Q1,1067500.0,2017
Maribyrnong,2017Q2,1110000.0,2017
Maribyrnong,2017Q3,1190000.0,2017
Maribyrnong,2017Q4,1176000.0,2017
Maribyrnong,2018Q1,1287500.0,2018
Maribyrnong,2018Q2,1250000.0,2018
Maribyrnong,2018Q3,1068500.0,2018
Maribyrnong,2018Q4,1107500.0,2018
Maribyrnong,2019Q1,795000.0,2019
Maribyrnong,2019Q2,935000.0,2019
Maribyrnong,2019Q3,1015000.0,2019
Marong,2018Q3,368000.0,2018
Marong,2018Q4,375500.0,2018
Marong,2019Q1,390000.0,2019
Marong,2019Q2,404000.0,2019
Marong,2019Q3,440000.0,2019
Marshall,2018Q3,485000.0,2018
Marshall,2018Q4,500000.0,2018
Marshall,2019Q1,510000.0,2019
Marshall,2019Q2,450000.0,2019
Marshall,2019Q3,492500.0,2019
Maryborough,2018Q3,227800.0,2018
Maryborough,2018Q4,245000.0,2018
Maryborough,2019Q1,238800.0,2019
Maryborough,2019Q2,232000.0,2019
Maryborough,2019Q3,228500.0,2019
Mccrae,2018Q3,845000.0,2018
Mccrae,2018Q4,776000.0,2018
Mccrae,2019Q1,775800.0,2019
Mccrae,2019Q2,837500.0,2019
Mccrae,2019Q3,627000.0,2019
Mckenzie Hill,2018Q3,522000.0,2018
Mckenzie Hill,2018Q4,481500.0,2018
Mckenzie Hill,2019Q1,550000.0,2019
Mckenzie Hill,2019Q2,536000.0,2019
Mckenzie Hill,2019Q3,567500.0,2019
Mckinnon,2017Q1,1680000.0,2017
Mckinnon,2017Q2,1361500.0,2017
Mckinnon,2017Q3,2017500.0,2017
Mckinnon,2017Q4,1785000.0,2017
Mckinnon,2018Q1,1477500.0,2018
Mckinnon,2018Q2,1775000.0,2018
Mckinnon,2018Q3,1572300.0,2018
Mckinnon,2018Q4,1203000.0,2018
Mckinnon,2019Q1,1516000.0,2019
Mckinnon,2019Q2,1420000.0,2019
Mckinnon,2019Q3,1580000.0,2019
Meadow Heights,2017Q1,482000.0,2017
Meadow Heights,2017Q2,427000.0,2017
Meadow Heights,2017Q3,517500.0,2017
Meadow Heights,2017Q4,512000.0,2017
Meadow Heights,2018Q1,490000.0,2018
Meadow Heights,2018Q3,507000.0,2018
Meadow Heights,2018Q4,490000.0,2018
Meadow Heights,2019Q1,470000.0,2019
Meadow Heights,2019Q2,462500.0,2019
Meadow Heights,2019Q3,480000.0,2019
Melbourne,2017Q1,1630000.0,2017
Melton,2017Q1,415000.0,2017
Melton,2017Q2,405000.0,2017
Melton,2017Q3,395000.0,2017
Melton,2017Q4,412000.0,2017
Melton,2018Q1,415000.0,2018
Melton,2018Q2,400000.0,2018
Melton,2018Q3,412500.0,2018
Melton,2018Q4,390000.0,2018
Melton,2019Q1,387000.0,2019
Melton,2019Q2,380000.0,2019
Melton,2019Q3,395000.0,2019
Melton South,2017Q1,355000.0,2017
Melton South,2017Q2,420000.0,2017
Melton South,2017Q3,392500.0,2017
Melton South,2017Q4,422500.0,2017
Melton South,2018Q1,417500.0,2018
Melton South,2018Q2,361000.0,2018
Melton South,2018Q3,425000.0,2018
Melton South,2018Q4,414000.0,2018
Melton South,2019Q1,397500.0,2019
Melton South,2019Q2,385000.0,2019
Melton South,2019Q3,380900.0,2019
Melton West,2017Q1,396500.0,2017
Melton West,2017Q2,405000.0,2017
Melton West,2017Q3,427500.0,2017
Melton West,2017Q4,450000.0,2017
Melton West,2018Q1,445500.0,2018
Melton West,2018Q2,459000.0,2018
Melton West,2018Q3,437500.0,2018
Melton West,2018Q4,447500.0,2018
Melton West,2019Q1,420000.0,2019
Melton West,2019Q2,451000.0,2019
Melton West,2019Q3,413000.0,2019
Mentone,2017Q1,900000.0,2017
Mentone,2017Q2,1592500.0,2017
Mentone,2017Q3,1002500.0,2017
Mentone,2017Q4,1190000.0,2017
Mentone,2018Q1,1155000.0,2018
Mentone,2018Q2,1165000.0,2018
Mentone,2018Q3,1047000.0,2018
Mentone,2018Q4,1055000.0,2018
Mentone,2019Q1,995000.0,2019
Mentone,2019Q2,920000.0,2019
Mentone,2019Q3,980000.0,2019
Merbein,2018Q3,205000.0,2018
Merbein,2018Q4,145000.0,2018
Merbein,2019Q1,185000.0,2019
Merbein,2019Q2,237000.0,2019
Merbein,2019Q3,226000.0,2019
Merinda Park,2018Q3,525000.0,2018
Merinda Park,2018Q4,471000.0,2018
Merinda Park,2019Q1,480000.0,2019
Merinda Park,2019Q2,440700.0,2019
Merinda Park,2019Q3,473500.0,2019
Mernda,2017Q1,570000.0,2017
Mernda,2017Q2,556500.0,2017
Mernda,2017Q3,615000.0,2017
Mernda,2017Q4,605000.0,2017
Mernda,2018Q1,606000.0,2018
Mernda,2018Q2,596500.0,2018
Mernda,2018Q3,563500.0,2018
Mernda,2018Q4,552500.0,2018
Mernda,2019Q1,552500.0,2019
Mernda,2019Q2,541000.0,2019
Mernda,2019Q3,552500.0,2019
Merrijig (Mansfield),2018Q3,451500.0,2018
Merrijig (Mansfield),2018Q4,486500.0,2018
Merrijig (Mansfield),2019Q1,501500.0,2019
Merrijig (Mansfield),2019Q2,395000.0,2019
Merrijig (Mansfield),2019Q3,588800.0,2019
Metung,2018Q3,410000.0,2018
Metung,2018Q4,452500.0,2018
Metung,2019Q1,430000.0,2019
Metung,2019Q2,542500.0,2019
Metung,2019Q3,410000.0,2019
Mickleham,2017Q1,545000.0,2017
Mickleham,2017Q3,530000.0,2017
Mickleham,2017Q4,541000.0,2017
Mickleham,2018Q1,740000.0,2018
Mickleham,2018Q2,1500000.0,2018
Mickleham,2018Q3,510000.0,2018
Mickleham,2018Q4,510000.0,2018
Mickleham,2019Q1,482000.0,2019
Mickleham,2019Q2,522500.0,2019
Mickleham,2019Q3,527500.0,2019
Middle Park,2016Q1,2475000.0,2016
Middle Park,2016Q2,1507500.0,2016
Middle Park,2016Q3,1910000.0,2016
Middle Park,2016Q4,2227000.0,2016
Middle Park,2017Q1,1965000.0,2017
Middle Park,2017Q2,2500000.0,2017
Middle Park,2017Q3,1720000.0,2017
Middle Park,2017Q4,4102500.0,2017
Middle Park,2018Q1,2900000.0,2018
Middle Park,2018Q3,2800000.0,2018
Middle Park,2018Q4,1865000.0,2018
Middle Park,2019Q1,2575000.0,2019
Middle Park,2019Q2,3237500.0,2019
Middle Park,2019Q3,2700000.0,2019
Mildura,2018Q3,275000.0,2018
Mildura,2018Q4,320000.0,2018
Mildura,2019Q1,307600.0,2019
Mildura,2019Q2,293000.0,2019
Mildura,2019Q3,311500.0,2019
Mill Park,2017Q1,610000.0,2017
Mill Park,2017Q2,625000.0,2017
Mill Park,2017Q3,671000.0,2017
Mill Park,2017Q4,681500.0,2017
Mill Park,2018Q1,683500.0,2018
Mill Park,2018Q2,699500.0,2018
Mill Park,2018Q3,638000.0,2018
Mill Park,2018Q4,629000.0,2018
Mill Park,2019Q1,630000.0,2019
Mill Park,2019Q2,612500.0,2019
Mill Park,2019Q3,682000.0,2019
Millgrove,2018Q3,422500.0,2018
Millgrove,2018Q4,400000.0,2018
Millgrove,2019Q1,426000.0,2019
Millgrove,2019Q2,383800.0,2019
Millgrove,2019Q3,405000.0,2019
Miners Rest,2018Q3,406500.0,2018
Miners Rest,2018Q4,412500.0,2018
Miners Rest,2019Q1,400000.0,2019
Miners Rest,2019Q2,429000.0,2019
Miners Rest,2019Q3,435000.0,2019
Minyip,2018Q3,65000.0,2018
Minyip,2018Q4,75000.0,2018
Minyip,2019Q1,139000.0,2019
Minyip,2019Q2,139000.0,2019
Minyip,2019Q3,64500.0,2019
Mirboo North,2018Q3,315500.0,2018
Mirboo North,2018Q4,360000.0,2018
Mirboo North,2019Q1,359000.0,2019
Mirboo North,2019Q2,272000.0,2019
Mirboo North,2019Q3,320000.0,2019
Mitcham,2017Q1,1041000.0,2017
Mitcham,2017Q2,990000.0,2017
Mitcham,2017Q3,1027500.0,2017
Mitcham,2017Q4,1075500.0,2017
Mitcham,2018Q1,1050000.0,2018
Mitcham,2018Q2,1020000.0,2018
Mitcham,2018Q3,960000.0,2018
Mitcham,2018Q4,902000.0,2018
Mitcham,2019Q1,870000.0,2019
Mitcham,2019Q2,878000.0,2019
Mitcham,2019Q3,925000.0,2019
Mitchell Park,2018Q3,308000.0,2018
Mitchell Park,2018Q4,282400.0,2018
Mitchell Park,2019Q1,329000.0,2019
Mitchell Park,2019Q2,305000.0,2019
Mitchell Park,2019Q3,327500.0,2019
Moe,2018Q3,220000.0,2018
Moe,2018Q4,195000.0,2018
Moe,2019Q1,216800.0,2019
Moe,2019Q2,207500.0,2019
Moe,2019Q3,187500.0,2019
Monbulk,2017Q3,720000.0,2017
Monbulk,2018Q3,622500.0,2018
Monbulk,2018Q4,660000.0,2018
Monbulk,2019Q1,568500.0,2019
Monbulk,2019Q2,625000.0,2019
Monbulk,2019Q3,610000.0,2019
Mont Albert,2016Q1,2085000.0,2016
Mont Albert,2016Q2,1666000.0,2016
Mont Albert,2016Q3,2027500.0,2016
Mont Albert,2016Q4,1901000.0,2016
Mont Albert,2017Q1,2335000.0,2017
Mont Albert,2017Q2,1657000.0,2017
Mont Albert,2017Q3,2470000.0,2017
Mont Albert,2017Q4,1500000.0,2017
Mont Albert,2018Q1,2300000.0,2018
Mont Albert,2018Q2,2105000.0,2018
Mont Albert,2018Q3,2257500.0,2018
