Suburb,Rooms,Type,Price,Date,Postcode,Bathroom,Car,Lattitude,Longtitude,Regionname,PriceRange,Year,Season,Month
Glenroy,3,h,780000.0,2017-06-05,3046.0,1.0,2.0,-37.702,144.9538,Northern Metropolitan,0.1M - 1M,2017,Winter,June
Glenroy,2,t,420000.0,2017-06-05,3046.0,2.0,1.0,-37.7045,144.9204,Northern Metropolitan,0.1M - 1M,2017,Winter,June
Glenroy,3,h,895000.0,2017-06-05,3046.0,1.0,2.0,-37.7097,144.9256,Northern Metropolitan,0.1M - 1M,2017,Winter,June
Glenroy,2,h,671000.0,2017-08-04,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Winter,August
Glenroy,3,t,622250.0,2017-08-04,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Winter,August
Glenroy,2,h,800000.0,2017-08-04,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Winter,August
Glenroy,2,t,570000.0,2017-08-04,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Winter,August
Glenroy,3,h,885000.0,2017-08-04,3046.0,1.0,2.0,-37.6962,144.9376,Northern Metropolitan,0.1M - 1M,2017,Winter,August
Glenroy,3,h,597500.0,2017-05-13,3046.0,1.0,2.0,-37.6962,144.9349,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,690000.0,2017-05-13,3046.0,1.0,2.0,-37.699,144.9421,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,822000.0,2017-05-13,3046.0,1.0,2.0,-37.6972,144.941,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,u,500000.0,2017-05-13,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,710000.0,2017-05-13,3046.0,1.0,2.0,-37.6995,144.905,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,2,t,512500.0,2017-05-13,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,510000.0,2017-05-13,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,730000.0,2017-05-20,3046.0,2.0,4.0,-37.702,144.9173,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,901000.0,2017-05-20,3046.0,1.0,2.0,-37.709,144.9368,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,2,h,541000.0,2017-05-20,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,810000.0,2017-05-20,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,t,650000.0,2017-05-20,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,t,580000.0,2017-05-20,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,643000.0,2017-05-20,3046.0,1.0,2.0,-37.6957,144.9231,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,5,t,645000.0,2017-05-20,3046.0,1.0,1.0,-37.6979,144.941,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,t,595000.0,2017-05-20,3046.0,1.0,2.0,-37.7047,144.9087,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Glenroy,3,h,820000.0,2017-04-22,3046.0,1.0,1.0,-37.7073,144.9355,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,4,h,1050000.0,2017-04-22,3046.0,3.0,2.0,-37.709,144.9373,Northern Metropolitan,1M - 3M,2017,Autumn,April
Glenroy,3,h,621000.0,2017-04-22,3046.0,1.0,1.0,-37.6977,144.9116,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,3,h,705000.0,2017-04-22,3046.0,1.0,2.0,-37.6974,144.9112,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,3,u,590000.0,2017-04-29,3046.0,2.0,2.0,-37.7074,144.9266,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,3,t,680000.0,2017-04-29,3046.0,2.0,2.0,-37.7116,144.9357,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,3,h,640000.0,2017-04-29,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,3,h,935000.0,2017-04-29,3046.0,1.0,2.0,-37.7015,144.9191,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Glenroy,3,t,720000.0,2017-04-29,3046.0,2.0,3.0,-37.7098,144.9266,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Hadfield,3,h,725000.0,2017-05-13,3046.0,1.0,2.0,-37.71,144.9464,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Hadfield,3,h,740000.0,2017-05-20,3046.0,1.0,4.0,-37.706,144.9467,Northern Metropolitan,0.1M - 1M,2017,Autumn,May
Hadfield,4,h,880000.0,2017-04-22,3046.0,3.0,2.0,-37.7058,144.9431,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Hadfield,3,t,630000.0,2017-04-29,3046.0,2.0,1.0,-37.7114,144.9396,Northern Metropolitan,0.1M - 1M,2017,Autumn,April
Hampton,3,h,1615000.0,2017-06-05,3188.0,1.0,2.0,-37.9462,145.0193,Southern Metropolitan,1M - 3M,2017,Winter,June
Hampton,3,h,2513000.0,2017-06-05,3188.0,2.0,1.0,-37.9346,145.0049,Southern Metropolitan,1M - 3M,2017,Winter,June
Hampton,4,t,1910000.0,2017-05-13,3188.0,2.0,2.0,-37.9449,145.0167,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hampton,3,h,1620000.0,2017-05-13,3188.0,2.0,2.0,-37.9453,145.0176,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hampton,2,h,1789000.0,2017-05-13,3188.0,1.0,2.0,-37.9338,145.0143,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hampton,2,t,837000.0,2017-05-13,3188.0,2.0,1.0,-37.9365,145.0008,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hampton,4,h,2500000.0,2017-05-20,3188.0,3.0,2.0,-37.9436,145.0169,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hampton,2,u,665000.0,2017-05-20,3188.0,1.0,1.0,-37.9427,145.0052,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hampton,3,h,1560000.0,2017-05-20,3188.0,1.0,1.0,-37.9449,145.02,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hampton,2,u,860000.0,2017-04-29,3188.0,1.0,1.0,-37.9354,144.9994,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Hampton,3,h,1475000.0,2017-04-29,3188.0,1.0,2.0,-37.9411,145.0011,Southern Metropolitan,1M - 3M,2017,Autumn,April
Hampton,2,h,840000.0,2017-04-29,3188.0,1.0,2.0,-37.9358,144.9996,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Hampton East,3,h,1326000.0,2017-06-05,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,1M - 3M,2017,Winter,June
Hampton East,4,h,1610000.0,2017-06-05,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,1M - 3M,2017,Winter,June
Hampton East,2,u,500000.0,2017-08-04,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hampton East,2,h,1436000.0,2017-05-20,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hampton East,2,t,993000.0,2017-04-22,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Hampton East,2,t,1150000.0,2017-04-29,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,1M - 3M,2017,Autumn,April
Hampton East,2,u,1175000.0,2017-04-29,3188.0,1.0,1.0,-37.9353,145.0261,Southern Metropolitan,1M - 3M,2017,Autumn,April
Hawthorn,3,h,1700000.0,2017-06-05,3122.0,1.0,2.0,-37.8139,145.0243,Southern Metropolitan,1M - 3M,2017,Winter,June
Hawthorn,1,u,440000.0,2017-06-05,3122.0,1.0,1.0,-37.8194,145.0397,Southern Metropolitan,0.1M - 1M,2017,Winter,June
Hawthorn,2,u,580000.0,2017-08-04,3122.0,1.0,1.0,-37.8159,145.0194,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn,1,u,535000.0,2017-08-04,3122.0,1.0,1.0,-37.8294,145.033,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn,2,u,635000.0,2017-08-04,3122.0,1.0,1.0,-37.8261,145.0269,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn,1,u,317500.0,2017-08-04,3122.0,1.0,0.0,-37.826,145.0239,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn,1,u,160000.0,2017-08-04,3122.0,1.0,0.0,-37.8198,145.0373,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn,1,u,360000.0,2017-08-04,3122.0,1.0,1.0,-37.8254,145.0255,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn,1,h,300000.0,2017-05-13,3122.0,1.0,1.0,-37.8143,145.0319,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hawthorn,2,h,1800000.0,2017-05-13,3122.0,1.0,0.0,-37.8163,145.0251,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,1,u,275000.0,2017-05-13,3122.0,1.0,0.0,-37.8292,145.0322,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hawthorn,3,t,1300000.0,2017-05-13,3122.0,2.0,1.0,-37.8255,145.029,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,3,h,1525000.0,2017-05-20,3122.0,1.0,0.0,-37.8162,145.0206,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,2,h,1620000.0,2017-05-20,3122.0,1.0,1.0,-37.8173,145.0246,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,3,h,1985000.0,2017-05-20,3122.0,2.0,1.0,-37.8287,145.0419,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,3,h,1750000.0,2017-05-20,3122.0,1.0,4.0,-37.8288,145.0398,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,4,h,2100000.0,2017-05-20,3122.0,1.0,2.0,-37.8237,145.0311,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn,2,u,560000.0,2017-04-22,3122.0,1.0,0.0,-37.832,145.0431,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Hawthorn East,5,h,3750000.0,2017-06-05,3123.0,3.0,4.0,-37.8395,145.0534,Southern Metropolitan,3M - 5M,2017,Winter,June
Hawthorn East,3,u,780000.0,2017-08-04,3123.0,1.0,1.0,-37.8414,145.0505,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn East,2,u,500000.0,2017-08-04,3123.0,1.0,1.0,-37.8259,145.0483,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn East,3,t,1264000.0,2017-08-04,3123.0,2.0,2.0,-37.8302,145.0527,Southern Metropolitan,1M - 3M,2017,Winter,August
Hawthorn East,2,u,1462000.0,2017-08-04,3123.0,2.0,3.0,-37.8315,145.0559,Southern Metropolitan,1M - 3M,2017,Winter,August
Hawthorn East,1,u,440000.0,2017-08-04,3123.0,1.0,1.0,-37.8227,145.0528,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hawthorn East,3,h,1575000.0,2017-05-13,3123.0,1.0,0.0,-37.8309,145.0451,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn East,2,h,1320000.0,2017-05-13,3123.0,1.0,3.0,-37.8355,145.04399999999995,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn East,4,h,3600000.0,2017-05-13,3123.0,3.0,2.0,-37.8374,145.0511,Southern Metropolitan,3M - 5M,2017,Autumn,May
Hawthorn East,4,h,2425000.0,2017-05-13,3123.0,2.0,2.0,-37.8343,145.0488,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn East,3,h,1890000.0,2017-05-13,3123.0,2.0,2.0,-37.8368,145.0508,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn East,1,u,400500.0,2017-05-13,3123.0,1.0,1.0,-37.8372,145.0433,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hawthorn East,3,h,1405000.0,2017-05-20,3123.0,2.0,2.0,-37.8255,145.0481,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn East,3,h,2102000.0,2017-05-20,3123.0,2.0,1.0,-37.8256,145.0486,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hawthorn East,2,u,435000.0,2017-05-20,3123.0,1.0,1.0,-37.8307,145.0493,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hawthorn East,1,u,375000.0,2017-05-20,3123.0,1.0,1.0,-37.8362,145.0543,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hawthorn East,2,u,700000.0,2017-04-22,3123.0,1.0,1.0,-37.8299,145.0511,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Hawthorn East,2,u,555000.0,2017-04-29,3123.0,1.0,2.0,-37.8254,145.0474,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Hawthorn East,2,u,532000.0,2017-04-29,3123.0,1.0,1.0,-37.8244,145.0517,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg,4,h,1450000.0,2017-06-05,3084.0,3.0,2.0,-37.7511,145.0772,Eastern Metropolitan,1M - 3M,2017,Winter,June
Heidelberg,3,h,1340000.0,2017-08-04,3084.0,2.0,0.0,-37.7523,145.0676,Eastern Metropolitan,1M - 3M,2017,Winter,August
Heidelberg,2,t,630000.0,2017-05-20,3084.0,1.0,1.0,-37.7586,145.0629,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg,3,h,1271000.0,2017-04-22,3084.0,2.0,2.0,-37.7524,145.06,Eastern Metropolitan,1M - 3M,2017,Autumn,April
Heidelberg,4,u,610000.0,2017-04-22,3084.0,3.0,2.0,-37.7505,145.0703,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg,3,h,870000.0,2017-04-29,3084.0,1.0,1.0,-37.7513,145.0679,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg Heights,2,h,910000.0,2017-06-05,3081.0,1.0,2.0,-37.7442,145.0528,Eastern Metropolitan,0.1M - 1M,2017,Winter,June
Heidelberg Heights,2,h,665000.0,2017-06-05,3081.0,1.0,1.0,-37.7428,145.0511,Eastern Metropolitan,0.1M - 1M,2017,Winter,June
Heidelberg Heights,3,t,575000.0,2017-08-04,3081.0,1.0,2.0,-37.7388,145.0581,Eastern Metropolitan,0.1M - 1M,2017,Winter,August
Heidelberg Heights,4,h,706000.0,2017-08-04,3081.0,1.0,2.0,-37.7437,145.0506,Eastern Metropolitan,0.1M - 1M,2017,Winter,August
Heidelberg Heights,2,h,780000.0,2017-05-20,3081.0,1.0,1.0,-37.7521,145.0516,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg Heights,3,h,931000.0,2017-05-20,3081.0,1.0,1.0,-37.7419,145.0531,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg Heights,3,t,601000.0,2017-05-20,3081.0,2.0,2.0,-37.7399,145.054,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg Heights,3,h,805000.0,2017-05-20,3081.0,1.0,0.0,-37.7421,145.0487,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg Heights,2,h,690000.0,2017-05-20,3081.0,1.0,0.0,-37.7383,145.0555,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg Heights,3,h,820000.0,2017-05-20,3081.0,1.0,1.0,-37.7419,145.0531,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg Heights,2,h,682000.0,2017-04-22,3081.0,1.0,0.0,-37.7366,145.0509,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg Heights,3,h,657000.0,2017-04-22,3081.0,1.0,1.0,-37.7397,145.0513,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg Heights,3,u,630000.0,2017-04-29,3081.0,2.0,1.0,-37.7502,145.0465,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg West,3,h,880000.0,2017-06-05,3081.0,1.0,2.0,-37.7382,145.0451,Eastern Metropolitan,0.1M - 1M,2017,Winter,June
Heidelberg West,3,h,687000.0,2017-06-05,3081.0,1.0,2.0,-37.7364,145.0379,Eastern Metropolitan,0.1M - 1M,2017,Winter,June
Heidelberg West,2,h,650000.0,2017-08-04,3081.0,1.0,2.0,-37.7369,145.0371,Eastern Metropolitan,0.1M - 1M,2017,Winter,August
Heidelberg West,3,h,855000.0,2017-08-04,3081.0,1.0,2.0,-37.7445,145.0386,Eastern Metropolitan,0.1M - 1M,2017,Winter,August
Heidelberg West,2,h,613000.0,2017-05-13,3081.0,1.0,0.0,-37.7349,145.0398,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg West,3,h,640000.0,2017-05-20,3081.0,1.0,2.0,-37.7339,145.0405,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg West,1,h,442000.0,2017-05-20,3081.0,1.0,0.0,-37.7434,145.0468,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Heidelberg West,3,h,810000.0,2017-04-22,3081.0,2.0,0.0,-37.7348,145.0402,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg West,3,h,950000.0,2017-04-22,3081.0,1.0,3.0,-37.7416,145.0406,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Heidelberg West,4,h,725000.0,2017-04-29,3081.0,1.0,2.0,-37.7469,145.0448,Eastern Metropolitan,0.1M - 1M,2017,Autumn,April
Hughesdale,3,u,720000.0,2017-08-04,3166.0,1.0,1.0,-37.8992,145.0811,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hughesdale,3,t,998000.0,2017-08-04,3166.0,2.0,2.0,-37.9031,145.0804,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Hughesdale,4,t,1340000.0,2017-05-13,3166.0,4.0,2.0,-37.8919,145.0781,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hughesdale,4,h,2190000.0,2017-05-20,3166.0,3.0,4.0,-37.8938,145.0785,Southern Metropolitan,1M - 3M,2017,Autumn,May
Hughesdale,2,h,980000.0,2017-05-20,3166.0,1.0,1.0,-37.9021,145.0837,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Hughesdale,2,h,720000.0,2017-04-29,3166.0,1.0,2.0,-37.9087,145.0799,Southern Metropolitan,0.1M - 1M,2017,Autumn,April
Ivanhoe,3,h,990000.0,2017-06-05,3079.0,2.0,2.0,-37.7573,145.0496,Eastern Metropolitan,0.1M - 1M,2017,Winter,June
Ivanhoe,4,h,2535000.0,2017-06-05,3079.0,1.0,1.0,-37.7652,145.042,Eastern Metropolitan,1M - 3M,2017,Winter,June
Ivanhoe,3,h,1060000.0,2017-06-05,3079.0,1.0,1.0,-37.7652,145.042,Eastern Metropolitan,1M - 3M,2017,Winter,June
Ivanhoe,4,h,1410000.0,2017-06-05,3079.0,2.0,1.0,-37.777,145.0414,Eastern Metropolitan,1M - 3M,2017,Winter,June
Ivanhoe,4,t,1355000.0,2017-08-04,3079.0,1.0,1.0,-37.7652,145.042,Eastern Metropolitan,1M - 3M,2017,Winter,August
Ivanhoe,3,h,970000.0,2017-08-04,3079.0,1.0,4.0,-37.7639,145.0377,Eastern Metropolitan,0.1M - 1M,2017,Winter,August
Ivanhoe,4,h,1650000.0,2017-08-04,3079.0,2.0,1.0,-37.7671,145.037,Eastern Metropolitan,1M - 3M,2017,Winter,August
Ivanhoe,4,h,3020000.0,2017-08-04,3079.0,2.0,1.0,-37.7639,145.0506,Eastern Metropolitan,3M - 5M,2017,Winter,August
Ivanhoe,5,h,1689000.0,2017-05-13,3079.0,2.0,2.0,-37.7615,145.0309,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Ivanhoe,2,h,690000.0,2017-05-13,3079.0,1.0,1.0,-37.7735,145.0403,Eastern Metropolitan,0.1M - 1M,2017,Autumn,May
Ivanhoe,3,t,1330000.0,2017-05-13,3079.0,1.0,1.0,-37.7652,145.042,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Ivanhoe,3,h,1851000.0,2017-05-13,3079.0,2.0,2.0,-37.7817,145.0391,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Ivanhoe,3,u,1110000.0,2017-05-20,3079.0,2.0,1.0,-37.7701,145.0385,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Ivanhoe,3,t,1010000.0,2017-04-22,3079.0,1.0,1.0,-37.7652,145.042,Eastern Metropolitan,1M - 3M,2017,Autumn,April
Ivanhoe,3,t,1060000.0,2017-04-29,3079.0,0.0,0.0,-37.7679,145.0466,Eastern Metropolitan,1M - 3M,2017,Autumn,April
Ivanhoe East,2,h,2100000.0,2017-06-05,3079.0,1.0,2.0,-37.7752,145.0579,Eastern Metropolitan,1M - 3M,2017,Winter,June
Ivanhoe East,5,h,2325000.0,2017-05-13,3079.0,3.0,2.0,-37.7794,145.0647,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Ivanhoe East,3,h,2400000.0,2017-05-13,3079.0,2.0,2.0,-37.7715,145.0688,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Ivanhoe East,3,h,1740000.0,2017-05-20,3079.0,1.0,2.0,-37.774,145.0654,Eastern Metropolitan,1M - 3M,2017,Autumn,May
Kealba,3,h,772000.0,2017-06-05,3021.0,1.0,1.0,-37.7347,144.8245,Western Metropolitan,0.1M - 1M,2017,Winter,June
Kealba,4,h,585000.0,2017-05-20,3021.0,1.0,1.0,-37.7347,144.8245,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Kealba,4,h,646000.0,2017-04-29,3021.0,2.0,2.0,-37.7358,144.8217,Western Metropolitan,0.1M - 1M,2017,Autumn,April
Kealba,3,h,570000.0,2017-04-29,3021.0,1.0,2.0,-37.7279,144.8224,Western Metropolitan,0.1M - 1M,2017,Autumn,April
Keilor East,5,h,1470000.0,2017-06-05,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,1M - 3M,2017,Winter,June
Keilor East,5,h,1000000.0,2017-08-04,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Winter,August
Keilor East,3,h,843000.0,2017-08-04,3033.0,2.0,4.0,-37.7473,144.8555,Western Metropolitan,0.1M - 1M,2017,Winter,August
Keilor East,3,h,835000.0,2017-08-04,3033.0,2.0,2.0,-37.7322,144.8722,Western Metropolitan,0.1M - 1M,2017,Winter,August
Keilor East,3,h,635000.0,2017-08-04,3033.0,2.0,1.0,-37.7308,144.8664,Western Metropolitan,0.1M - 1M,2017,Winter,August
Keilor East,2,u,490000.0,2017-05-13,3033.0,1.0,2.0,-37.7346,144.8584,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,h,745000.0,2017-05-13,3033.0,1.0,1.0,-37.7475,144.852,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,t,845000.0,2017-05-13,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,4,h,1300000.0,2017-05-13,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,1M - 3M,2017,Autumn,May
Keilor East,4,h,910000.0,2017-05-13,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,h,941000.0,2017-05-13,3033.0,1.0,1.0,-37.746,144.8651,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,h,738000.0,2017-05-13,3033.0,1.0,4.0,-37.7486,144.8565,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,h,1062500.0,2017-05-20,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,1M - 3M,2017,Autumn,May
Keilor East,3,h,912000.0,2017-05-20,3033.0,1.0,3.0,-37.7466,144.8707,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,t,745000.0,2017-05-20,3033.0,2.0,1.0,-37.7426,144.868,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,4,h,891000.0,2017-05-20,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,h,720000.0,2017-05-20,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Autumn,May
Keilor East,3,h,921000.0,2017-04-22,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Autumn,April
Keilor East,4,h,1115000.0,2017-04-22,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,1M - 3M,2017,Autumn,April
Keilor East,2,t,570000.0,2017-04-29,3033.0,2.0,2.0,-37.7388,144.8767,Western Metropolitan,0.1M - 1M,2017,Autumn,April
Keilor East,4,h,885000.0,2017-04-29,3033.0,2.0,2.0,-37.7317,144.8619,Western Metropolitan,0.1M - 1M,2017,Autumn,April
Kew,2,h,1230000.0,2017-06-05,3101.0,1.0,1.0,-37.8049,145.0399,Southern Metropolitan,1M - 3M,2017,Winter,June
Kew,5,h,3800000.0,2017-06-05,3101.0,5.0,3.0,-37.8064,145.0451,Southern Metropolitan,3M - 5M,2017,Winter,June
Kew,2,u,700000.0,2017-06-05,3101.0,1.0,1.0,-37.7977,145.0333,Southern Metropolitan,0.1M - 1M,2017,Winter,June
Kew,3,t,752000.0,2017-08-04,3101.0,2.0,2.0,-37.794,145.033,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Kew,3,t,690000.0,2017-08-04,3101.0,1.0,2.0,-37.7941,145.0238,Southern Metropolitan,0.1M - 1M,2017,Winter,August
Kew,1,u,468000.0,2017-05-13,3101.0,1.0,1.0,-37.8083,145.0382,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Kew,4,h,2600000.0,2017-05-13,3101.0,2.0,0.0,-37.8127,145.0451,Southern Metropolitan,1M - 3M,2017,Autumn,May
Kew,5,h,4515000.0,2017-05-13,3101.0,4.0,2.0,-37.8147,145.0571,Southern Metropolitan,3M - 5M,2017,Autumn,May
Kew,5,h,3160000.0,2017-05-13,3101.0,5.0,2.0,-37.8013,145.028,Southern Metropolitan,3M - 5M,2017,Autumn,May
Kew,2,u,820000.0,2017-05-13,3101.0,1.0,1.0,-37.805,145.0546,Southern Metropolitan,0.1M - 1M,2017,Autumn,May
Kew,4,h,2150000.0,2017-05-20,3101.0,4.0,2.0,-37.8144,145.0358,Southern Metropolitan,1M - 3M,2017,Autumn,May
Kew,3,h,1965000.0,2017-05-20,3101.0,1.0,2.0,-37.7993,145.0451,Southern Metropolitan,1M - 3M,2017,Autumn,May
Kew,5,h,2425000.0,2017-05-20,3101.0,3.0,1.0,-37.8101,145.0464,Southern Metropolitan,1M - 3M,2017,Autumn,May
